"Ensembl_gene_identifier","GENEID"
"ENSG00000061273","HDAC7"
"ENSG00000061337","LZTS1"
"ENSG00000061455","PRDM6"
"ENSG00000061492","WNT8A"
"ENSG00000061656","SPAG4"
"ENSG00000061676","NCKAP1"
"ENSG00000061794","MRPS35"
"ENSG00000061918","GUCY1B1"
"ENSG00000061936","SFSWAP"
"ENSG00000061938","TNK2"
"ENSG00000061987","MON2"
"ENSG00000062038","CDH3"
"ENSG00000062096","ARSF"
"ENSG00000062194","GPBP1"
"ENSG00000062282","DGAT2"
"ENSG00000062370","ZNF112"
"ENSG00000062485","CS"
"ENSG00000062524","LTK"
"ENSG00000062582","MRPS24"
"ENSG00000062598","ELMO2"
"ENSG00000062650","WAPL"
"ENSG00000062716","VMP1"
"ENSG00000062725","APPBP2"
"ENSG00000062822","POLD1"
"ENSG00000063015","SEZ6"
"ENSG00000063046","EIF4B"
"ENSG00000063127","SLC6A16"
"ENSG00000063169","BICRA"
"ENSG00000063176","SPHK2"
"ENSG00000063177","RPL18"
"ENSG00000063180","CA11"
"ENSG00000063241","ISOC2"
"ENSG00000063244","U2AF2"
"ENSG00000063245","EPN1"
"ENSG00000063322","MED29"
"ENSG00000063438","AHRR"
"ENSG00000063515","GSC2"
"ENSG00000063587","LOC105373378"
"ENSG00000063587","ZNF275"
"ENSG00000063601","MTMR1"
"ENSG00000063660","GPC1"
"ENSG00000063761","ADCK1"
"ENSG00000063854","HAGH"
"ENSG00000063978","RNF4"
"ENSG00000064012","CASP8"
"ENSG00000064042","LIMCH1"
"ENSG00000064102","INTS13"
"ENSG00000064115","TM7SF3"
"ENSG00000064195","DLX3"
"ENSG00000064199","SPA17"
"ENSG00000064201","TSPAN32"
"ENSG00000064205","CCN5"
"ENSG00000064218","DMRT3"
"ENSG00000064225","ST3GAL6"
"ENSG00000064270","ATP2C2"
"ENSG00000064300","NGFR"
"ENSG00000064309","CDON"
"ENSG00000064313","TAF2"
"ENSG00000064393","HIPK2"
"ENSG00000064419","TNPO3"
"ENSG00000064490","RFXANK"
"ENSG00000064545","TMEM161A"
"ENSG00000064545",NA
"ENSG00000064547","LPAR2"
"ENSG00000064601","CTSA"
"ENSG00000064607","SUGP2"
"ENSG00000064651","SLC12A2"
"ENSG00000064652","SNX24"
"ENSG00000064655","EYA2"
"ENSG00000064666","CNN2"
"ENSG00000064687","ABCA7"
"ENSG00000064692","SNCAIP"
"ENSG00000064703","DDX20"
"ENSG00000064726","BTBD1"
"ENSG00000064763","FAR2"
"ENSG00000064787","BCAS1"
"ENSG00000064835","POU1F1"
"ENSG00000064886","CHI3L2"
"ENSG00000064932","SBNO2"
"ENSG00000064933","PMS1"
"ENSG00000064961","HMG20B"
"ENSG00000064989","CALCRL"
"ENSG00000064995","TAF11"
"ENSG00000064999","ANKS1A"
"ENSG00000065000","AP3D1"
"ENSG00000065029","ZNF76"
"ENSG00000065054","SLC9A3R2"
"ENSG00000065057","NTHL1"
"ENSG00000065060","UHRF1BP1"
"ENSG00000065135","GNAI3"
"ENSG00000065150","IPO5"
"ENSG00000065154","OAT"
"ENSG00000065183","WDR3"
"ENSG00000065243","PKN2"
"ENSG00000065268","WDR18"
"ENSG00000065308","TRAM2"
"ENSG00000065320","NTN1"
"ENSG00000065325","GLP2R"
"ENSG00000065328","MCM10"
"ENSG00000065357","DGKA"
"ENSG00000065361","ERBB3"
"ENSG00000065371","ROPN1"
"ENSG00000065413","ANKRD44"
"ENSG00000065427","KARS1"
"ENSG00000065457","ADAT1"
"ENSG00000065485","PDIA5"
"ENSG00000065491","TBC1D22B"
"ENSG00000065518","NDUFB4"
"ENSG00000065526","SPEN"
"ENSG00000065534","MYLK"
"ENSG00000065548","ZC3H15"
"ENSG00000065559","MAP2K4"
"ENSG00000065600","PACC1"
"ENSG00000065609","SNAP91"
"ENSG00000065613","SLK"
"ENSG00000065615","CYB5R4"
"ENSG00000065618","COL17A1"
"ENSG00000065621","GSTO2"
"ENSG00000065665","SEC61A2"
"ENSG00000065675","PRKCQ"
"ENSG00000065717","TLE2"
"ENSG00000065802","ASB1"
"ENSG00000065809","FAM107B"
"ENSG00000065833","ME1"
"ENSG00000065882","TBC1D1"
"ENSG00000065883","CDK13"
"ENSG00000065911","MTHFD2"
"ENSG00000065923","SLC9A7"
"ENSG00000065970","FOXJ2"
"ENSG00000065978","YBX1"
"ENSG00000065989","PDE4A"
"ENSG00000066027","PPP2R5A"
"ENSG00000066032","CTNNA2"
"ENSG00000066044","ELAVL1"
"ENSG00000066056","TIE1"
"ENSG00000066084","DIP2B"
"ENSG00000066117","SMARCD1"
"ENSG00000066135","KDM4A"
"ENSG00000066136","NFYC"
"ENSG00000066185","ZMYND12"
"ENSG00000066230","SLC9A3"
"ENSG00000066248","NGEF"
"ENSG00000066279","ASPM"
"ENSG00000066294","CD84"
"ENSG00000066322","ELOVL1"
"ENSG00000066336","SPI1"
"ENSG00000066379","POLR1H"
"ENSG00000066382","MPPED2"
"ENSG00000066405","CLDN18"
"ENSG00000066422","ZBTB11"
"ENSG00000066427","ATXN3"
"ENSG00000066455","GOLGA5"
"ENSG00000066468","FGFR2"
"ENSG00000066468",NA
"ENSG00000066557","LRRC40"
"ENSG00000066583","ISOC1"
"ENSG00000066629","EML1"
"ENSG00000066651","TRMT11"
"ENSG00000066654","THUMPD1"
"ENSG00000066697","MSANTD3"
"ENSG00000066735","KIF26A"
"ENSG00000066739","ATG2B"
"ENSG00000066777","ARFGEF1"
"ENSG00000066813","ACSM2B"
"ENSG00000066827","ZFAT"
"ENSG00000066855","MTFR1"
"ENSG00000066855",NA
"ENSG00000066923","STAG3"
"ENSG00000066926","FECH"
"ENSG00000066933","MYO9A"
"ENSG00000067048","DDX3Y"
"ENSG00000067057","PFKP"
"ENSG00000067064","IDI1"
"ENSG00000067066","SP100"
"ENSG00000067082","KLF6"
"ENSG00000067113","PLPP1"
"ENSG00000067141","NEO1"
"ENSG00000067167","TRAM1"
"ENSG00000067177","PHKA1"
"ENSG00000067182","TNFRSF1A"
"ENSG00000067191","CACNB1"
"ENSG00000067208","EVI5"
"ENSG00000067221","STOML1"
"ENSG00000067225","PKM"
"ENSG00000067248","DHX29"
"ENSG00000067334","DNTTIP2"
"ENSG00000067365","METTL22"
"ENSG00000067369","TP53BP1"
"ENSG00000067445","TRO"
"ENSG00000067533","RRP15"
"ENSG00000067560","RHOA"
"ENSG00000067596","DHX8"
"ENSG00000067606","PRKCZ"
"ENSG00000067646","ZFY"
"ENSG00000067704","IARS2"
"ENSG00000067715","SYT1"
"ENSG00000067798","NAV3"
"ENSG00000067829","IDH3G"
"ENSG00000067836","ROGDI"
"ENSG00000067840","PDZD4"
"ENSG00000067842","ATP2B3"
"ENSG00000067900","ROCK1"
"ENSG00000067955","CBFB"
"ENSG00000067992","PDK3"
"ENSG00000068001","HYAL2"
"ENSG00000068024","HDAC4"
"ENSG00000068028","RASSF1"
"ENSG00000068078","FGFR3"
"ENSG00000068079","IFI35"
"ENSG00000068097","HEATR6"
"ENSG00000068120","COASY"
"ENSG00000068137","PLEKHH3"
"ENSG00000068305","MEF2A"
"ENSG00000068308","OTUD5"
"ENSG00000068323","TFE3"
"ENSG00000068354","TBC1D25"
"ENSG00000068366","ACSL4"
"ENSG00000068383","INPP5A"
"ENSG00000068394","GPKOW"
"ENSG00000068400","GRIPAP1"
"ENSG00000068438","FTSJ1"
"ENSG00000068489","PRR11"
"ENSG00000068615","REEP1"
"ENSG00000068650","ATP11A"
"ENSG00000068654","POLR1A"
"ENSG00000068697","LAPTM4A"
"ENSG00000068724","TTC7A"
"ENSG00000068745","IP6K2"
"ENSG00000068781","STON1-GTF2A1L"
"ENSG00000068784","SRBD1"
"ENSG00000068796","KIF2A"
"ENSG00000068831","RASGRP2"
"ENSG00000068878","PSME4"
"ENSG00000068885","IFT80"
"ENSG00000068903","SIRT2"
"ENSG00000068912","ERLEC1"
"ENSG00000068971","PPP2R5B"
"ENSG00000068976","PYGM"
"ENSG00000068985","PAGE1"
"ENSG00000069011","PITX1"
"ENSG00000069018","TRPC7"
"ENSG00000069020","MAST4"
"ENSG00000069122","ADGRF5"
"ENSG00000069188","SDK2"
"ENSG00000069206","ADAM7"
"ENSG00000069248","NUP133"
"ENSG00000069275","NUCKS1"
"ENSG00000069329","VPS35"
"ENSG00000069345","DNAJA2"
"ENSG00000069399","BCL3"
"ENSG00000069424","KCNAB2"
"ENSG00000069431","ABCC9"
"ENSG00000069482","GAL"
"ENSG00000069493","CLEC2D"
"ENSG00000069509","FUNDC1"
"ENSG00000069535","MAOB"
"ENSG00000069667","RORA"
"ENSG00000069696","DRD4"
"ENSG00000069702","TGFBR3"
"ENSG00000069764","PLA2G10"
"ENSG00000069812","HES2"
"ENSG00000069849","ATP1B3"
"ENSG00000069869","NEDD4"
"ENSG00000069943","PIGB"
"ENSG00000069956","MAPK6"
"ENSG00000069966","GNB5"
"ENSG00000069974","RAB27A"
"ENSG00000069998","HDHD5"
"ENSG00000070010","UFD1"
"ENSG00000070018","LRP6"
"ENSG00000070019","GUCY2C"
"ENSG00000070031","SCT"
"ENSG00000070047","PHRF1"
"ENSG00000070061","ELP1"
"ENSG00000070081","NUCB2"
"ENSG00000070087","PFN2"
"ENSG00000070159","PTPN3"
"ENSG00000070182","SPTB"
"ENSG00000070190","DAPP1"
"ENSG00000070193","FGF10"
"ENSG00000070214","SLC44A1"
"ENSG00000070269","TMEM260"
"ENSG00000070366","SMG6"
"ENSG00000070367","EXOC5"
"ENSG00000070371","CLTCL1"
"ENSG00000070388","FGF22"
"ENSG00000070404","FSTL3"
"ENSG00000070413","DGCR2"
"ENSG00000070423","RNF126"
"ENSG00000070444","MNT"
"ENSG00000070476","ZXDC"
"ENSG00000070495","JMJD6"
"ENSG00000070501","POLB"
"ENSG00000070526","ST6GALNAC1"
"ENSG00000070540","WIPI1"
"ENSG00000070601","FRMPD1"
"ENSG00000070610","GBA2"
"ENSG00000070614","NDST1"
"ENSG00000070669","ASNS"
"ENSG00000070718","AP3M2"
"ENSG00000070729","CNGB1"
"ENSG00000070731","ST6GALNAC2"
"ENSG00000070748","CHAT"
"ENSG00000070756","PABPC1"
"ENSG00000070759","TESK2"
"ENSG00000070761","CFAP20"
"ENSG00000070770","CSNK2A2"
"ENSG00000070778","PTPN21"
"ENSG00000070785","EIF2B3"
"ENSG00000070808","CAMK2A"
"ENSG00000070814","TCOF1"
"ENSG00000070831","CDC42"
"ENSG00000070882","OSBPL3"
"ENSG00000070886","EPHA8"
"ENSG00000070915","SLC12A3"
"ENSG00000070950","RAD18"
"ENSG00000070961","ATP2B1"
"ENSG00000070985","TRPM5"
"ENSG00000071051","NCK2"
"ENSG00000071054","MAP4K4"
"ENSG00000071073","MGAT4A"
"ENSG00000071082","RPL31"
"ENSG00000071127","WDR1"
"ENSG00000071189","SNX13"
"ENSG00000071203","MS4A12"
"ENSG00000071205","ARHGAP10"
"ENSG00000071242","RPS6KA2"
"ENSG00000071243","ING3"
"ENSG00000071246","VASH1"
"ENSG00000071282","LMCD1"
"ENSG00000071462","BUD23"
"ENSG00000071537","SEL1L"
"ENSG00000071539","TRIP13"
"ENSG00000071553","ATP6AP1"
"ENSG00000071564","TCF3"
"ENSG00000071575","TRIB2"
"ENSG00000071626","DAZAP1"
"ENSG00000071655","MBD3"
"ENSG00000071677","PRLH"
"ENSG00000071794","HLTF"
"ENSG00000071859","FAM50A"
"ENSG00000071889","FAM3A"
"ENSG00000071894","CPSF1"
"ENSG00000071909","MYO3B"
"ENSG00000071967","CYBRD1"
"ENSG00000071991","CDH19"
"ENSG00000071994","PDCD2"
"ENSG00000072041","SLC6A15"
"ENSG00000072042","RDH11"
"ENSG00000072062","PRKACA"
"ENSG00000072071","ADGRL1"
"ENSG00000072080","SPP2"
"ENSG00000072110","ACTN1"
"ENSG00000072121","ZFYVE26"
"ENSG00000072133","RPS6KA6"
"ENSG00000072134","EPN2"
"ENSG00000072135","PTPN18"
"ENSG00000072163","LIMS2"
"ENSG00000072182","ASIC4"
"ENSG00000072195","SPEG"
"ENSG00000072201","LNX1"
"ENSG00000072210","ALDH3A2"
"ENSG00000072274","TFRC"
"ENSG00000072310","SREBF1"
"ENSG00000072315","TRPC5"
"ENSG00000072364","AFF4"
"ENSG00000072401","UBE2D1"
"ENSG00000072415","PALS1"
"ENSG00000072422","RHOBTB1"
"ENSG00000072501","SMC1A"
"ENSG00000072506","HSD17B10"
"ENSG00000072518","MARK2"
"ENSG00000072571","HMMR"
"ENSG00000072609","CHFR"
"ENSG00000072657","TRHDE"
"ENSG00000072682","P4HA2"
"ENSG00000072694","FCGR2B"
"ENSG00000072736","NFATC3"
"ENSG00000072756","TRNT1"
"ENSG00000072778","ACADVL"
"ENSG00000072786","STK10"
"ENSG00000072803","FBXW11"
"ENSG00000072818","ACAP1"
"ENSG00000072832","CRMP1"
"ENSG00000072840","EVC"
"ENSG00000072849","DERL2"
"ENSG00000072858","SIDT1"
"ENSG00000072864","NDE1"
"ENSG00000072952","IRAG1"
"ENSG00000072954","TMEM38A"
"ENSG00000072958","AP1M1"
"ENSG00000073008","PVR"
"ENSG00000073050","XRCC1"
"ENSG00000073060","SCARB1"
"ENSG00000073067","CYP2W1"
"ENSG00000073111","MCM2"
"ENSG00000073146","MOV10L1"
"ENSG00000073150","PANX2"
"ENSG00000073169","SELENOO"
"ENSG00000073282","TP63"
"ENSG00000073331","ALPK1"
"ENSG00000073350","LLGL2"
"ENSG00000073417","PDE8A"
"ENSG00000073464","CLCN4"
"ENSG00000073536","NLE1"
"ENSG00000073578","SDHA"
"ENSG00000073584","SMARCE1"
"ENSG00000073598","FNDC8"
"ENSG00000073605","GSDMB"
"ENSG00000073614","KDM5A"
"ENSG00000073670","ADAM11"
"ENSG00000073711","PPP2R3A"
"ENSG00000073712","FERMT2"
"ENSG00000073734","ABCB11"
"ENSG00000073737","DHRS9"
"ENSG00000073754","CD5L"
"ENSG00000073756","PTGS2"
"ENSG00000073792","IGF2BP2"
"ENSG00000073803","MAP3K13"
"ENSG00000073849","ST6GAL1"
"ENSG00000073861","TBX21"
"ENSG00000073910","FRY"
"ENSG00000073921","PICALM"
"ENSG00000073969","NSF"
"ENSG00000074047","GLI2"
"ENSG00000074054","CLASP1"
"ENSG00000074071","MRPS34"
"ENSG00000074181","NOTCH3"
"ENSG00000074201","CLNS1A"
"ENSG00000074211","PPP2R2C"
"ENSG00000074219","TEAD2"
"ENSG00000074266","EED"
"ENSG00000074276","CDHR2"
"ENSG00000074317","SNCB"
"ENSG00000074319","TSG101"
"ENSG00000074356","NCBP3"
"ENSG00000074370","ATP2A3"
"ENSG00000074410","CA12"
"ENSG00000074416","MGLL"
"ENSG00000074527","NTN4"
"ENSG00000074582","BCS1L"
"ENSG00000074590","NUAK1"
"ENSG00000074603","DPP8"
"ENSG00000074621","SLC24A1"
"ENSG00000074657","ZNF532"
"ENSG00000074660","SCARF1"
"ENSG00000074695","LMAN1"
"ENSG00000074696","HACD3"
"ENSG00000074706","IPCEF1"
"ENSG00000074755","ZZEF1"
"ENSG00000074771","NOX3"
"ENSG00000074800","ENO1"
"ENSG00000074803","SLC12A1"
"ENSG00000074842","MYDGF"
"ENSG00000074855","ANO8"
"ENSG00000074935","TUBE1"
"ENSG00000074964","ARHGEF10L"
"ENSG00000074966","TXK"
"ENSG00000075035","WSCD2"
"ENSG00000075043","KCNQ2"
"ENSG00000075073","TACR2"
"ENSG00000075089","ACTR6"
"ENSG00000075131","TIPIN"
"ENSG00000075142","SRI"
"ENSG00000075151","EIF4G3"
"ENSG00000075188","NUP37"
"ENSG00000075213","SEMA3A"
"ENSG00000075218","GTSE1"
"ENSG00000075223","SEMA3C"
"ENSG00000075234","TTC38"
"ENSG00000075239","ACAT1"
"ENSG00000075240","GRAMD4"
"ENSG00000075275","CELSR1"
"ENSG00000075290","WNT8B"
"ENSG00000075292","ZNF638"
"ENSG00000075303","SLC25A40"
"ENSG00000075336","TIMM21"
"ENSG00000075340","ADD2"
"ENSG00000075388","FGF4"
"ENSG00000075391","RASAL2"
"ENSG00000075399","VPS9D1"
"ENSG00000075407","ZNF37A"
"ENSG00000075413","MARK3"
"ENSG00000075415","SLC25A3"
"ENSG00000075420","FNDC3B"
"ENSG00000075426","FOSL2"
"ENSG00000075429","CACNG5"
"ENSG00000075461","CACNG4"
"ENSG00000075539","FRYL"
"ENSG00000075568","TMEM131"
"ENSG00000075618","FSCN1"
"ENSG00000075624","ACTB"
"ENSG00000075643","MOCOS"
"ENSG00000075651","PLD1"
"ENSG00000075673","ATP12A"
"ENSG00000075702","WDR62"
"ENSG00000075711","DLG1"
"ENSG00000075785","RAB7A"
"ENSG00000075790","BCAP29"
"ENSG00000075826","SEC31B"
"ENSG00000075856","SART3"
"ENSG00000075884","ARHGAP15"
"ENSG00000075886","TUBA3D"
"ENSG00000075891","PAX2"
"ENSG00000075914","EXOSC7"
"ENSG00000075945","KIFAP3"
"ENSG00000075975","MKRN2"
"ENSG00000076003","MCM6"
"ENSG00000076043","REXO2"
"ENSG00000076053","RBM7"
"ENSG00000076067","RBMS2"
"ENSG00000076108","BAZ2A"
"ENSG00000076201","PTPN23"
"ENSG00000076242","MLH1"
"ENSG00000076248","UNG"
"ENSG00000076258","FMO4"
"ENSG00000076321","KLHL20"
"ENSG00000076344","RGS11"
"ENSG00000076351","SLC46A1"
"ENSG00000076356","PLXNA2"
"ENSG00000076382","SPAG5"
"ENSG00000076513","ANKRD13A"
"ENSG00000076554","TPD52"
"ENSG00000076555","ACACB"
"ENSG00000076604","TRAF4"
"ENSG00000076641","PAG1"
"ENSG00000076650","GPATCH1"
"ENSG00000076662","ICAM3"
"ENSG00000076685","NT5C2"
"ENSG00000076706","MCAM"
"ENSG00000076716","GPC4"
"ENSG00000076770","MBNL3"
"ENSG00000076826","CAMSAP3"
"ENSG00000076864","RAP1GAP"
"ENSG00000076924","XAB2"
"ENSG00000076928","ARHGEF1"
"ENSG00000076944","STXBP2"
"ENSG00000076984","MAP2K7"
"ENSG00000077009","NMRK2"
"ENSG00000077044","DGKD"
"ENSG00000077063","CTTNBP2"
"ENSG00000077080","ACTL6B"
"ENSG00000077092","RARB"
"ENSG00000077097","TOP2B"
"ENSG00000077147","TM9SF3"
"ENSG00000077150","NFKB2"
"ENSG00000077152","UBE2T"
"ENSG00000077157","PPP1R12B"
"ENSG00000077232","DNAJC10"
"ENSG00000077235","GTF3C1"
"ENSG00000077238","IL4R"
"ENSG00000077254","USP33"
"ENSG00000077264","PAK3"
"ENSG00000077274","CAPN6"
"ENSG00000077279","DCX"
"ENSG00000077312","SNRPA"
"ENSG00000077327","SPAG6"
"ENSG00000077348","EXOSC5"
"ENSG00000077380","DYNC1I2"
"ENSG00000077420","APBB1IP"
"ENSG00000077454","LRCH4"
"ENSG00000077458","FAM76B"
"ENSG00000077463","SIRT6"
"ENSG00000077498","TYR"
"ENSG00000077514","POLD3"
"ENSG00000077522","ACTN2"
"ENSG00000077549","CAPZB"
"ENSG00000077585","GPR137B"
"ENSG00000077616","NAALAD2"
"ENSG00000077684","JADE1"
"ENSG00000077713","SLC25A43"
"ENSG00000077721","UBE2A"
"ENSG00000077782","FGFR1"
"ENSG00000077800","FKBP6"
"ENSG00000077935","SMC1B"
"ENSG00000077942","FBLN1"
"ENSG00000077943","ITGA8"
"ENSG00000077984","CST7"
"ENSG00000078018","MAP2"
"ENSG00000078043","PIAS2"
"ENSG00000078053","AMPH"
"ENSG00000078061","ARAF"
"ENSG00000078070","MCCC1"
"ENSG00000078081","LAMP3"
"ENSG00000078098","FAP"
"ENSG00000078114","NEBL"
"ENSG00000078124","ACER3"
"ENSG00000078140","UBE2K"
"ENSG00000078142","PIK3C3"
"ENSG00000078177","N4BP2"
"ENSG00000078237","TIGAR"
"ENSG00000078246","TULP3"
"ENSG00000078269","SYNJ2"
"ENSG00000078295","ADCY2"
"ENSG00000078304","PPP2R5C"
"ENSG00000078328","RBFOX1"
"ENSG00000078369","GNB1"
"ENSG00000078399","HOXA9"
"ENSG00000078401","EDN1"
"ENSG00000078403","MLLT10"
"ENSG00000078487","ZCWPW1"
"ENSG00000078549","ADCYAP1R1"
"ENSG00000078579","FGF20"
"ENSG00000078589","P2RY10"
"ENSG00000078596","ITM2A"
"ENSG00000078618","NRDC"
"ENSG00000078668","VDAC3"
"ENSG00000078668",NA
"ENSG00000078674","PCM1"
"ENSG00000078687","TNRC6C"
"ENSG00000078699","CBFA2T2"
"ENSG00000078725","BRINP1"
"ENSG00000078747","ITCH"
"ENSG00000078795","PKD2L2"
"ENSG00000078804","TP53INP2"
"ENSG00000078808","SDF4"
"ENSG00000078814","MYH7B"
"ENSG00000078898","BPIFB2"
"ENSG00000078900","TP73"
"ENSG00000078902","TOLLIP"
"ENSG00000078967","UBE2D4"
"ENSG00000079101","CLUL1"
"ENSG00000079102","RUNX1T1"
"ENSG00000079112","CDH17"
"ENSG00000079134","THOC1"
"ENSG00000079150","FKBP7"
"ENSG00000079156","OSBPL6"
"ENSG00000079215","SLC1A3"
"ENSG00000079246","XRCC5"
"ENSG00000079257","LXN"
"ENSG00000079263","SP140"
"ENSG00000079277","MKNK1"
"ENSG00000079308","TNS1"
"ENSG00000079313","REXO1"
"ENSG00000079332","SAR1A"
"ENSG00000079335","CDC14A"
"ENSG00000079337","RAPGEF3"
"ENSG00000079385","CEACAM1"
"ENSG00000079387","SENP1"
"ENSG00000079393","DUSP13"
"ENSG00000079432","CIC"
"ENSG00000079435","LIPE"
"ENSG00000079459","FDFT1"
"ENSG00000079462","PAFAH1B3"
"ENSG00000079482","OPHN1"
"ENSG00000079557","AFM"
"ENSG00000079616","KIF22"
"ENSG00000079689","SCGN"
"ENSG00000079691","CARMIL1"
"ENSG00000079739","PGM1"
"ENSG00000079785","DDX1"
"ENSG00000079805","DNM2"
"ENSG00000079819","EPB41L2"
"ENSG00000079841","RIMS1"
"ENSG00000079931","MOXD1"
"ENSG00000079950","STX7"
"ENSG00000079974","RABL2B"
"ENSG00000079999","KEAP1"
"ENSG00000080007","DDX43"
"ENSG00000080031","PTPRH"
"ENSG00000080166","DCT"
"ENSG00000080189","SLC35C2"
"ENSG00000080200","CRYBG3"
"ENSG00000080224","EPHA6"
"ENSG00000080293","SCTR"
"ENSG00000080298","RFX3"
"ENSG00000080345","RIF1"
"ENSG00000080371","RAB21"
"ENSG00000080493","SLC4A4"
"ENSG00000080503","SMARCA2"
"ENSG00000080511","RDH8"
"ENSG00000080546","SESN1"
"ENSG00000080561","MID2"
"ENSG00000080572","DNAAF6"
"ENSG00000080573","COL5A3"
"ENSG00000080603","SRCAP"
"ENSG00000080608","PUM3"
"ENSG00000080618","CPB2"
"ENSG00000080644","CHRNA3"
"ENSG00000080709","KCNN2"
"ENSG00000080802","CNOT4"
"ENSG00000080815","PSEN1"
"ENSG00000080819","CPOX"
"ENSG00000080822","CLDND1"
"ENSG00000080823","MOK"
"ENSG00000080824","HSP90AA1"
"ENSG00000080839","RBL1"
"ENSG00000080845","DLGAP4"
"ENSG00000080854","IGSF9B"
"ENSG00000080910","CFHR2"
"ENSG00000080986","NDC80"
"ENSG00000081014","AP4E1"
"ENSG00000081019","RSBN1"
"ENSG00000081026","MAGI3"
"ENSG00000081041","CXCL2"
"ENSG00000081051","AFP"
"ENSG00000081052","COL4A4"
"ENSG00000081059","TCF7"
"ENSG00000081087","OSTM1"
"ENSG00000081138","CDH7"
"ENSG00000081148","IMPG2"
"ENSG00000081154","PCNP"
"ENSG00000081177","EXD2"
"ENSG00000081181","ARG2"
"ENSG00000081189","MEF2C"
"ENSG00000081237","PTPRC"
"ENSG00000081248","CACNA1S"
"ENSG00000081277","PKP1"
"ENSG00000081307","UBA5"
"ENSG00000081320","STK17B"
"ENSG00000081377","CDC14B"
"ENSG00000081386","ZNF510"
"ENSG00000081479","LRP2"
"ENSG00000081665","ZNF506"
"ENSG00000081692","JMJD4"
"ENSG00000081721","DUSP12"
"ENSG00000081760","AACS"
"ENSG00000081791","DELE1"
"ENSG00000081800","SLC13A1"
"ENSG00000081803","CADPS2"
"ENSG00000081818","PCDHB4"
"ENSG00000081842","PCDHA6"
"ENSG00000081853","PCDHGA2"
"ENSG00000081870","HSPB11"
"ENSG00000081913","PHLPP1"
"ENSG00000081923","ATP8B1"
"ENSG00000081985","IL12RB2"
"ENSG00000082014","SMARCD3"
"ENSG00000082068","WDR70"
"ENSG00000082074","FYB1"
"ENSG00000082126","MPP4"
"ENSG00000082146","STRADB"
"ENSG00000082153","BZW1"
"ENSG00000082175","PGR"
"ENSG00000082196","C1QTNF3"
"ENSG00000082212","ME2"
"ENSG00000082213","C5orf22"
"ENSG00000082258","CCNT2"
"ENSG00000082269","FAM135A"
"ENSG00000082293","COL19A1"
"ENSG00000082397","EPB41L3"
"ENSG00000082438","COBLL1"
"ENSG00000082458","DLG3"
"ENSG00000082482","KCNK2"
"ENSG00000082497","SERTAD4"
"ENSG00000082512","TRAF5"
"ENSG00000082515","MRPL22"
"ENSG00000082516","GEMIN5"
"ENSG00000082556","OPRK1"
"ENSG00000082641","NFE2L1"
"ENSG00000082684","SEMA5B"
"ENSG00000082701","GSK3B"
"ENSG00000082781","ITGB5"
"ENSG00000082805","ERC1"
"ENSG00000082898","XPO1"
"ENSG00000082929","LINC01587"
"ENSG00000082996","RNF13"
"ENSG00000083067","TRPM3"
"ENSG00000083093","PALB2"
"ENSG00000083097","DOP1A"
"ENSG00000083099","LYRM2"
"ENSG00000083123","BCKDHB"
"ENSG00000083168","KAT6A"
"ENSG00000083223","TUT7"
"ENSG00000083290","ULK2"
"ENSG00000083307","GRHL2"
"ENSG00000083312","TNPO1"
"ENSG00000083444","PLOD1"
"ENSG00000083454","P2RX5"
"ENSG00000083457","ITGAE"
"ENSG00000083520","DIS3"
"ENSG00000083535","PIBF1"
"ENSG00000083544","TDRD3"
"ENSG00000083635","NUFIP1"
"ENSG00000083642","PDS5B"
"ENSG00000083720","OXCT1"
"ENSG00000083750","RRAGB"
"ENSG00000083782","EPYC"
"ENSG00000083799","CYLD"
"ENSG00000083807","SLC27A5"
"ENSG00000083812","ZNF324"
"ENSG00000083814","ZNF671"
"ENSG00000083817","ZNF416"
"ENSG00000083828","ZNF586"
"ENSG00000083838","ZNF446"
"ENSG00000083844","ZNF264"
"ENSG00000083845","RPS5"
"ENSG00000083857","FAT1"
"ENSG00000083896","YTHDC1"
"ENSG00000083937","CHMP2B"
"ENSG00000084070","SMAP2"
"ENSG00000084072","PPIE"
"ENSG00000084073","ZMPSTE24"
"ENSG00000084090","STARD7"
"ENSG00000084092","NOA1"
"ENSG00000084093","REST"
"ENSG00000084110","HAL"
"ENSG00000084112","SSH1"
"ENSG00000084207","GSTP1"
"ENSG00000084234","APLP2"
"ENSG00000084444","FAM234B"
"ENSG00000084453","SLCO1A2"
"ENSG00000084463","WBP11"
"ENSG00000084623","EIF3I"
"ENSG00000084628","NKAIN1"
"ENSG00000084636","COL16A1"
"ENSG00000084652","TXLNA"
"ENSG00000084674","APOB"
"ENSG00000084676","NCOA1"
"ENSG00000084693","AGBL5"
"ENSG00000084710","EFR3B"
"ENSG00000084731","KIF3C"
"ENSG00000084733","RAB10"
"ENSG00000084734","GCKR"
"ENSG00000084754","HADHA"
"ENSG00000084764","MAPRE3"
"ENSG00000084774","CAD"
"ENSG00000085063","CD59"
"ENSG00000085117","CD82"
"ENSG00000085185","BCORL1"
"ENSG00000085224","ATRX"
"ENSG00000085231","AK6"
"ENSG00000085265","FCN1"
"ENSG00000085274","MYNN"
"ENSG00000085276","MECOM"
